,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
16,0.30131192207336427,0.032629362040862926,0.0,0.0,0.1,"(32, 32)",18,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 18}",0.9702380952380952,0.9666666666666667,0.9702380952380952,0.9571428571428572,0.9607142857142857,0.9650000000000001,0.00524890659167822,657
17,0.22277531623840333,0.050201356834564066,0.003124523162841797,0.006249046325683594,0.1,"(32, 32)",19,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 19}",0.9369047619047619,0.95,0.9619047619047619,0.9654761904761905,0.9130952380952381,0.9454761904761906,0.019038688382575063,926
18,0.22406325340270997,0.025827135629461127,0.0,0.0,0.1,"(32, 32)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 20}",0.9642857142857143,0.969047619047619,0.9738095238095238,0.9571428571428572,0.969047619047619,0.9666666666666666,0.005634361698190091,617
19,0.24148187637329102,0.06806146871105263,0.0,0.0,0.1,"(32, 32)",21,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 21}",0.9654761904761905,0.969047619047619,0.9678571428571429,0.9178571428571428,0.9166666666666666,0.9473809523809523,0.024621856706276236,904
20,0.23502821922302247,0.045510914728935745,0.0027738094329833986,0.005547618865966796,0.1,"(32, 32)",22,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 22}",0.9833333333333333,0.9726190476190476,0.9797619047619047,0.9285714285714286,0.9785714285714285,0.9685714285714285,0.020295436972501007,578
21,0.22922449111938475,0.016075932344066103,0.0,0.0,0.1,"(32, 32)",23,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 23}",0.9666666666666667,0.9642857142857143,0.986904761904762,0.9583333333333334,0.9726190476190476,0.9697619047619048,0.009718253158075505,550
22,0.29532828330993655,0.0682158691609283,0.003123760223388672,0.006247520446777344,0.1,"(32, 32)",24,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 24}",0.9392857142857143,0.9678571428571429,0.9535714285714286,0.9452380952380952,0.9547619047619048,0.9521428571428572,0.009683190194125132,852
23,0.1853487968444824,0.03350169412674534,0.0,0.0,0.1,"(32, 32)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 25}",0.9666666666666667,0.9714285714285714,0.9666666666666667,0.9821428571428571,0.975,0.9723809523809523,0.005802884574739951,483
24,0.21658129692077638,0.030870972057842137,0.0,0.0,0.1,"(32, 32)",26,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 26}",0.9773809523809524,0.9714285714285714,0.9464285714285714,0.9678571428571429,0.9642857142857143,0.9654761904761905,0.010459944112613716,647
25,0.24856948852539062,0.055268095191705155,0.002433490753173828,0.004866981506347656,0.1,"(32, 32)",27,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 27}",0.9678571428571429,0.9678571428571429,0.9642857142857143,0.9726190476190476,0.9607142857142857,0.9666666666666666,0.003984095364447965,617
26,0.17820072174072266,0.0090194105187441,0.0,0.0,0.1,"(32, 32)",28,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 28}",0.9857142857142858,0.9726190476190476,0.9595238095238096,0.9619047619047619,0.955952380952381,0.9671428571428573,0.010822207787965249,604
27,0.295592737197876,0.023593293132596994,0.0,0.0,0.1,"(32, 32)",29,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 29}",0.9809523809523809,0.9630952380952381,0.9571428571428572,0.9702380952380952,0.9666666666666667,0.9676190476190476,0.007946818699180274,596
28,0.26154465675354005,0.10149315888130792,0.0,0.0,0.1,"(32, 32)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 30}",0.9845238095238096,0.9797619047619047,0.9595238095238096,0.9511904761904761,0.969047619047619,0.9688095238095238,0.012358037402248567,570
29,0.252363395690918,0.03197602763324133,0.0,0.0,0.1,"(32, 32)",31,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 31}",0.9702380952380952,0.9666666666666667,0.9238095238095239,0.9547619047619048,0.9595238095238096,0.9550000000000001,0.016502593763012798,805
30,0.25650649070739745,0.0564354021273464,0.0,0.0,0.1,"(32, 32)",32,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 32}",0.9511904761904761,0.9797619047619047,0.9333333333333333,0.9571428571428572,0.9726190476190476,0.9588095238095237,0.01636807356409257,753
